AssetManager,SmaStrategy,MorningstarStrategyId,MorningstarClass,MorningstarClassId,ManagerClass,InceptionDate,1Q 2016,2Q 2016,3Q 2016,4Q 2016,1Q 2017,2Q 2017,3Q 2017,4Q 2017,1Q 2018,1Q 2018      1-Year,1Q 2018         3-Year
Legg Mason,CBI Equity Income Builder SMA,F00000OUXX,Trad,,LV,06/30/08,0.06511732,0.05358469,-0.00100889,0.04078526,0.02995589,0.02484111,0.04309498,0.05239666,-0.04524344,0.07411926,0.08643338
Legg Mason,CBI Intl Growth ADR SMA,FOUSA06M95,Model,,FG,10/31/96,-0.0284542,-0.01816861,0.06353753,-0.03170635,0.09293626,0.09374233,0.09008765,0.05245346,0.01927109,0.27899558,0.10790819
Legg Mason,CBI Intl Value ADR ESG SMA,F00000YPZF,Dual,,FV,07/31/16,N/A,N/A,0.08203434,0.01583533,0.06076377,0.0601506,0.05864869,0.03247727,-0.018816,0.13697363,N/A
Legg Mason,CBI Intl Value ADR ESG Catholic SMA,-,Dual,,0,10/31/17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.04040124,-0.01264818,N/A,N/A
Legg Mason,CBI Large Cap Growth SMA,FOUSA06M9A,Model,,LG,01/31/94,-0.00837741,0.01911553,0.06090431,0.01079956,0.06759226,0.04735415,0.05422195,0.07197568,0.01630817,0.20291782,0.14051409
Legg Mason,CBI Large Cap Growth ESG Catholic SMA,-,Dual,,0,01/31/13,-0.0070824,0.01232189,0.0751499,0.01282575,0.06811544,0.03513549,0.05756382,0.08464544,0.01190221,0.20151757,0.14303063
Legg Mason,CBI Large Cap Value SMA,FOUSA06M9E,Trad,,LV,07/31/02,0.01521299,0.01918877,0.02182766,0.07140353,0.03893403,0.02525123,0.02206219,0.04908937,-0.02776618,0.06878619,0.07227629
Legg Mason,CBI Large Cap Value ESG Catholic SMA,-,Dual,,0,01/31/13,0.01623538,0.0118769,0.03167469,0.05747053,0.04161891,0.02617046,0.01637211,0.04940109,-0.0141233,0.07903705,0.07846138
Legg Mason,CBI Mid Cap SMA,FOUSA08S1X,Model,,MB,05/31/04,-0.01653707,-0.01122687,0.05794174,0.07414532,0.04465972,0.02197581,0.02965735,0.03755884,-0.02529922,0.06418563,0.06532703
Legg Mason,CBI Multi Cap Growth SMA,FOUSA06MDS,Model,,LG,01/31/94,-0.00488048,-0.00611099,0.10010586,0.02114372,0.08831865,0.00618556,0.02759631,0.06197726,0.01699829,0.11669882,0.08596572
Legg Mason,CBI Mid Cap Growth SMA,F00000YR1I,Model,,MG,07/31/14,-0.02300396,-0.00482569,0.0518243,0.01337535,0.06348201,0.03573151,0.03481358,0.08111037,0.03327994,0.19728445,0.08544492
Legg Mason,CBI All Cap Growth ESG SMA,-,Dual,,0,12/31/03,-0.00843212,0.00150814,0.07679245,0.01133296,0.0782142,0.02889384,0.04056876,0.07012361,0.01642987,0.16453545,0.1231122
Legg Mason,CBI All Cap Value ESG SMA,FOUSA08ZIV,Trad,,LV,01/31/05,-0.00220597,0.03222014,0.0669321,0.07346505,0.05473504,0.01374435,0.03353945,0.04415247,-0.04148737,0.04861789,0.07765899
Legg Mason,CBI Appreciation ESG SMA,FOUSA0888J,Model,,LB,10/31/02,0.04000826,0.0251083,0.01355312,0.02629037,0.04132172,0.0198861,0.02769949,0.06451204,-0.01912473,0.09441535,0.08710763
Legg Mason,CBI Dividend Strategy ESG SMA,F00000W4LU,Model,,LB,03/31/13,0.05220133,0.03284144,0.01933237,0.03278957,0.04318561,0.02897768,0.03875656,0.06072826,-0.02414993,0.10638677,0.08702833
Legg Mason,CBI Intl Growth ADR ESG SMA,F00000VSZ0,Dual,,FG,09/30/09,-0.02915322,-0.01839037,0.06462747,-0.0326971,0.09096746,0.10083849,0.08594621,0.04917723,0.02376897,0.28405237,0.10958207
Legg Mason,CBI Large Cap Growth ESG SMA,FOUSA08886,Trad,,LG,11/30/03,-0.0026418,0.01486557,0.06188188,0.0152029,0.06397467,0.03892308,0.05623613,0.08600329,0.01684094,0.21179339,0.14830741
Legg Mason,CBI Large Cap Value ESG SMA,FOUSA06SSS,Dual,,LB,05/31/04,0.01748199,0.0125336,0.03227184,0.05940311,0.03409425,0.0235728,0.0164163,0.04735581,-0.02031357,0.06750937,0.07131516
Legg Mason,CBI Multi Cap Growth ESG SMA,F00000P8CN,Trad,,LG,07/31/06,-0.00738809,-0.01886913,0.10528316,0.01449196,0.08643687,0.00274934,0.01724545,0.05894045,0.01531858,0.09671052,0.07814996
Legg Mason,CBI Small Cap Growth SMA,F00000MOHQ,Trad,,SG,11/30/08,-0.07962422,0.04098488,0.09976188,0.01232676,0.04866147,0.05799328,0.05179432,0.05868539,0.06004732,0.24883742,0.0990523
Legg Mason,CBI Small Cap Value SMA,F00000ITHT,Model,,SB,01/31/02,-0.00582187,0.05889398,0.07372531,0.11176296,0.02005458,0.01367553,0.0389567,0.02911911,-0.04634118,0.03360614,0.06693886
Legg Mason,CBI Sustainability Leaders SMA,-,Trad,,0,04/30/15,-0.00754656,-0.00968816,0.054164,0.0322304,0.06038728,0.03293144,0.03727046,0.07357572,-0.00362497,0.14609078,0.0871443
Legg Mason,CBI Small Cap SMA,F00000XKV7,Model,,SG,11/30/15,0.02394306,0.07790789,0.07234208,0.11959154,0.03049036,0.03730651,0.03729493,0.02538429,-0.00635686,0.09629254,N/A
Legg Mason,CBI Value Equity SMA,-,Dual,,0,07/31/16,N/A,N/A,0.06464431,0.05611762,0.0409682,0.02099092,0.03803542,0.03907684,-0.03690939,0.06059327,N/A
Legg Mason,LM MDA 0 Balanced Taxable 60/40 SMA,-,Dual,,0,07/31/03,0.00428507,0.01849276,0.04328248,0.02384047,0.04440225,0.01762262,0.02774122,0.03839083,-0.0081856,0.07711427,0.06752042
Legg Mason,LM MDA 0 Balanced Taxable 70/30 SMA,F00000OW1S,Trad,,TV,10/31/01,0.00005096,0.01918135,0.05134119,0.03005168,0.04979472,0.01867669,0.03042181,0.04440679,-0.0080262,0.08748004,0.07629254
Legg Mason,LM MDA 0 Balanced Tax Favored 60/40 SMA,-,Dual,,0,10/31/03,-0.00275645,0.0175201,0.04402049,0.02289781,0.04688857,0.01919381,0.02643748,0.03734845,-0.00815542,0.07636003,0.06707299
Legg Mason,LM MDA 0 Balanced Tax Favored 70/30 SMA,-,Trad,,0,10/31/01,-0.00308273,0.01963853,0.05231923,0.03003956,0.05366224,0.02076312,0.03207176,0.04496586,-0.00926123,0.09067692,0.07898663
Legg Mason,LM MDA 1 Balanced Taxable 60/40 SMA,-,Trad,,0,05/31/04,0.01056339,0.01189616,0.02559004,0.01721298,0.03640954,0.02631225,0.0264276,0.03810689,-0.00436123,0.08880901,0.06863442
Legg Mason,LM MDA 1 Balanced Taxable 70/30 SMA,-,Dual,,0,01/31/03,0.00766737,0.01951458,0.03060442,0.02484996,0.04247966,0.02969853,0.02896275,0.04235478,-0.00579221,0.09800033,0.08188172
Legg Mason,LM MDA 1 Balanced Tax Favored 60/40 SMA,-,Dual,,0,12/31/05,0.00616761,0.01285803,0.02548439,0.01738367,0.03885456,0.02817374,0.02724375,0.0394943,-0.00371836,0.09381596,0.07178937
Legg Mason,LM MDA 1A Balanced Taxable 60/40 SMA,-,Trad,,0,12/31/03,0.00466649,0.02090853,0.03836465,0.02177757,0.04046044,0.02218102,0.03085194,0.0392672,-0.00945889,0.08473544,0.07141323
Legg Mason,LM MDA 1A Balanced Taxable 70/30 SMA,-,Dual,,0,01/31/01,0.00232478,0.02165903,0.04882458,0.03209406,0.04567776,0.02434586,0.03862104,0.04383968,-0.01002809,0.09941183,0.08585369
Legg Mason,LM MDA 1A ESG Catholic Balanced Taxable 60/40 SMA,-,Dual,,0,02/29/12,0.00550057,0.01441971,0.04521536,0.01704842,0.03887888,0.01645621,0.03360627,0.03991875,-0.00895083,0.0827755,0.07121471
Legg Mason,LM MDA 3 Balanced Taxable 60/40 SMA,-,Trad,,0,06/30/05,0.02946944,0.02189613,0.02540954,0.01029773,0.03821503,0.01961424,0.02471495,0.03466748,-0.0123205,0.06771613,0.05865472
Legg Mason,LM MDA 3 Balanced Taxable 70/30 SMA,FOUSA08OPH,Dual,,LB,06/30/05,0.0320443,0.02302576,0.02849076,0.01412034,0.03912698,0.01898179,0.02750025,0.04112162,-0.0126094,0.07631356,0.0643154
Legg Mason,LM MDA 3 Balanced Tax Favored 60/40 SMA,-,Trad,,0,07/31/07,0.02617969,0.02303786,0.02412517,0.00676078,0.03954349,0.02158151,0.02576855,0.03479836,-0.01262777,0.07067842,0.06082715
Legg Mason,LM MDA 3 Balanced Tax Favored 70/30 SMA,-,Dual,,0,01/31/13,0.02652201,0.03057763,0.02725866,0.01012939,0.04402689,0.02023807,0.02685682,0.04062989,-0.01434261,0.07456749,0.06621281
Legg Mason,LM MDA 4 Balanced Taxable 60/40 SMA,-,Dual,,0,05/31/05,-0.00019105,0.00646314,0.04269716,-0.00465406,0.05121222,0.0337271,0.03665052,0.03785339,0.00899873,0.12218614,0.07412263
Legg Mason,LM MDA 4 Balanced Taxable 70/30 SMA,-,Trad,,0,01/31/01,-0.00488087,0.00397448,0.05128509,-0.00286466,0.05798345,0.03511997,0.04108927,0.04348263,0.01211257,0.13813217,0.08232775
Legg Mason,LM MDA 4 Balanced Tax Favored 60/40 SMA,-,Trad,,0,06/30/03,-0.00434754,0.00505936,0.04345823,-0.00758028,0.05221477,0.03320821,0.03698385,0.03845432,0.00868349,0.12228239,0.07381178
Legg Mason,LM MDA 5 Balanced Taxable 60/40 SMA,-,Trad,,0,03/31/04,0.00900926,0.0118996,0.03193703,0.01629609,0.03955192,0.02175227,0.02385698,0.0364425,-0.00169796,0.08241071,0.06532816
Legg Mason,LM MDA 5 Balanced Taxable 70/30 SMA,-,Dual,,0,01/31/03,0.00077343,0.0166426,0.0426446,0.02142508,0.04535573,0.0266819,0.02779573,0.04259177,-0.00029379,0.09983972,0.07827061
Legg Mason,LM MDA 5 Balanced Tax Favored 70/30 SMA,-,Dual,,0,10/31/14,0.00622898,0.01009452,0.03731241,0.01983559,0.04727291,0.02633369,0.02762805,0.04428905,-0.00071208,0.10061619,0.07799026
Legg Mason,LM MDA 5A Balanced Tax Favored 60/40 SMA,do not have a sponosr required to be set up being on old legacy smith barney platfomr,Dual,,0,03/31/04,-0.00043116,0.01927708,0.0422886,0.01694699,0.04734877,0.02226738,0.0293621,0.03941013,-0.00440499,0.08893594,0.07364505
Legg Mason,LM MDA 5A Balanced Tax Favored 70/30 SMA,-,Dual,,0,07/31/01,-0.00485537,0.01898291,0.05097202,0.02629753,0.05675622,0.02586166,0.03406643,0.04674396,-0.00349031,0.10651989,0.08540894
Legg Mason,LM MDA 5A Balanced Taxable 60/40 SMA,-,Dual,,0,10/31/03,0.00289244,0.01712381,0.04369461,0.01427305,0.04561143,0.02079199,0.0290544,0.03837913,-0.0047469,0.08558811,0.06918374
Legg Mason,LM MDA 5A Balanced Taxable 70/30 SMA,-,Trad,,0,04/30/01,0.00070375,0.01863333,0.04997648,0.02532109,0.04960273,0.0239948,0.03242025,0.04498014,-0.00410368,0.10021212,0.08084434
Legg Mason,LM MDA 6 Balanced Taxable 60/40 SMA,-,Dual,,0,01/31/03,0.00692244,0.00878779,0.02726326,0.00834998,0.03942824,0.03226933,0.0323876,0.03803205,-0.00166026,0.10439626,0.06859272
Legg Mason,LM MDA 6 Balanced Tax Favored 70/30 SMA,-,Dual,,0,06/30/11,0.00065007,0.01775361,0.0325531,0.01277041,0.04749872,0.03707449,0.03717376,0.04397537,-0.00030425,0.12258587,0.0846235
Legg Mason,LM MDA 7 Balanced Taxable 60/40 SMA,-,Dual,,0,07/31/08,0.00560914,0.00689818,0.03308361,0.00730095,0.04410559,0.02996465,0.03095912,0.03683119,0.0014197,0.10252374,0.06727918
Legg Mason,LM MDA 7 Balanced Tax Favored 60/40 SMA,-,Dual,,0,04/30/04,0.00863097,0.00785439,0.03315894,0.004019,0.04378206,0.03157411,0.03177649,0.03528499,0.00036183,0.10230833,0.06803584
Legg Mason,LM MDA 7A Balanced Tax Favored 70/30 SMA,-,Dual,,0,04/30/01,-0.00846543,0.01227578,0.05053353,0.01454592,0.05844492,0.03093841,0.03899859,0.04362761,-0.00142367,0.1162835,0.08101896
Legg Mason,LM MDA 7A Balanced Taxable 60/40 SMA,-,Dual,,0,01/31/04,0.00174788,0.01184291,0.04207016,0.00960085,0.04698408,0.02668068,0.03299786,0.0374281,-0.00192884,0.09813143,0.06894899
Legg Mason,LM MDA 7A Balanced Taxable 70/30 SMA,-,Dual,,0,01/31/01,-0.00474972,0.01181015,0.0531181,0.01528407,0.05556197,0.02942006,0.03762714,0.04284529,-0.00179065,0.11192493,0.07879275
Legg Mason,LM MDA 8 Balanced Taxable 70/30 SMA,F00000OW1T,Trad,,TV,04/30/07,-0.00335388,0.01325996,0.05607845,0.02699999,0.05103731,0.02294704,0.03203975,0.03916294,-0.00899791,0.08719588,0.07242971
Legg Mason,LM MDA 8 Balanced Tax Favored 70/30 SMA,F00000P7KP,Trad,,TV,09/30/07,-0.0049291,0.01318897,0.05401247,0.02477229,0.05289743,0.02646139,0.0341384,0.04111359,-0.00817637,0.09610927,0.07500068
Legg Mason,LM MDA 0 SMA,FOUSA06MDT,Dual,,LG,10/31/01,-0.00941795,0.02195271,0.07125538,0.04887821,0.06686023,0.02407564,0.04127313,0.06177668,-0.00906471,0.12195432,0.10267905
Legg Mason,LM MDA 1 SMA,FOUSA06RB7,Dual,,LG,01/31/03,0.00274742,0.01335828,0.04227881,0.03841548,0.05398306,0.03692361,0.03915051,0.06007783,-0.00393135,0.13776415,0.1058409
Legg Mason,LM MDA 1A SMA,-,Dual,,0,01/31/97,-0.00813453,0.02767816,0.0637887,0.04578286,0.062018,0.03168459,0.04740277,0.06250327,-0.00961374,0.13709184,0.11528919
Legg Mason,LM MDA 1 ESG SMA,-,Dual,,0,11/30/03,0.01146978,0.01280556,0.05232672,0.04088923,0.05374013,0.03028053,0.03731874,0.07451858,0.00340891,0.15228417,0.12314091
Legg Mason,LM MDA 1 ESG Catholic SMA,-,Dual,,0,01/31/13,0.00356756,0.01458581,0.04894519,0.03280615,0.05421881,0.02980638,0.03886544,0.06603977,0.00282502,0.14370349,0.11022571
Legg Mason,LM MDA 2 SMA,-,Model,,0,04/30/97,-0.01322583,0.00956529,0.06077438,-0.0002902,0.07176651,0.06004471,0.06438367,0.06245168,0.01706023,0.21920924,0.1318134
Legg Mason,LM MDA 3 SMA,LMMDA3,Dual,,0,04/30/05,0.03307805,0.02623016,0.04156314,0.02776183,0.05607157,0.02615878,0.0377524,0.05757903,-0.01531989,0.10896109,0.08925008
Legg Mason,LM MDA 4 SMA,FOUSA06MPX,Trad,,LG,07/31/97,-0.01403428,0.00121178,0.07099351,0.0042988,0.07934048,0.04764951,0.05575821,0.06125795,0.01691756,0.193678,0.11303267
Legg Mason,LM MDA 5 SMA,LMMDA5,Dual,,0,01/31/03,-0.00087705,0.00902247,0.05330748,0.03614187,0.06118174,0.03251362,0.03700776,0.05990438,-0.00006113,0.13479636,0.10131454
Legg Mason,LM MDA 5A SMA,FOUSA06MPG,Dual,,LG,07/31/97,-0.00844548,0.02056548,0.07031797,0.04126201,0.06749283,0.02736065,0.04204233,0.06273691,-0.00445796,0.13264459,0.10765362
Legg Mason,LM MDA 6 SMA,-,Trad,,0,01/31/03,-0.00375672,0.01273044,0.04543759,0.02735114,0.05913288,0.04561769,0.04816994,0.0600403,0.00006808,0.1618674,0.10870043
Legg Mason,LM MDA 7 SMA,FOUSA06MPH,Dual,,LG,01/31/03,-0.00642266,0.00272422,0.05668031,0.02392037,0.06659485,0.04103564,0.04537649,0.05850875,0.00394816,0.15649582,0.1004978
Legg Mason,LM MDA 7A SMA,FOUSA06MPI,Trad,,LG,04/30/97,-0.01036986,0.01128371,0.0709303,0.0273064,0.07173338,0.03744997,0.04980061,0.06014916,0.00088942,0.15565196,0.10610599
Legg Mason,LM MDA 8 SMA,F00000Z2PP,Trad,,LB,01/31/07,-0.00652046,0.01384634,0.07711519,0.04370251,0.06846422,0.03005939,0.04424424,0.05600536,-0.01167291,0.12261587,0.09982967
Legg Mason,LM All Cap Growth Balanced Taxable 60/40 SMA, ,Trad,,0,09/30/04,0.00423293,0.01043645,0.04471943,0.00203054,0.04923679,0.02271094,0.02902203,0.04219818,0.00946467,0.10718198,0.07702972
Legg Mason,LM All Cap Growth Balanced Taxable 70/30 SMA, ,Trad,,0,01/31/03,0.00030958,0.01064865,0.05288318,0.00495568,0.0555722,0.0239558,0.03173487,0.04834702,0.01108291,0.11980178,0.08736321
Legg Mason,LM All Cap Growth Balanced Tax Favored 70/30 SMA, ,Trad,,0,01/31/05,-0.00104272,0.01277364,0.0496404,0.00784444,0.05759875,0.03194036,0.03394544,0.04486229,0.00613474,0.12167598,0.08955378
Legg Mason,LM All Cap Value Balanced Taxable 60/40 SMA,F00000OW1U,Dual,,TV,04/30/94,0.00296285,0.02663453,0.04348255,0.04914229,0.03898601,0.01188066,0.02725245,0.03475572,-0.02748336,0.0460233,0.05764662
Legg Mason,LM Appreciation Balanced Taxable 60/40 SMA,-,Dual,,0,11/30/03,0.03331064,0.02635825,0.00612493,0.01143935,0.03232424,0.01665905,0.01889846,0.04154508,-0.01793977,0.05955238,0.05840211
Legg Mason,LM Appreciation Balanced Taxable 70/30 SMA,-,Trad,,0,11/30/03,0.03417131,0.02867076,0.00773546,0.01876735,0.03750493,0.01848299,0.02127902,0.04818225,-0.01958466,0.06891972,0.06794273
Legg Mason,LM Appreciation Balanced Tax Favored 60/40 SMA,-,Trad,,0,04/30/03,0.02819518,0.02637914,0.00576624,0.00915941,0.03497736,0.01879398,0.01904701,0.04147942,-0.01854979,0.06120564,0.05881925
Legg Mason,LM Appreciation Balanced Tax Favored 70/30 SMA,-,Trad,,0,08/31/03,0.03056132,0.02862662,0.00772782,0.01723078,0.03836845,0.02034018,0.02150203,0.04702305,-0.0192565,0.0702763,0.06794264
Legg Mason,LM Balanced Income Taxable 60/40 SMA,-,Trad,,0,11/30/13,0.00379096,0.02711114,0.02161875,0.0182967,0.03066599,0.01405221,0.02453839,0.02956579,-0.02323496,0.04479903,0.04292491
Legg Mason,LM Balanced Income Taxable 70/30 SMA,FOUSA08OKX,Dual,,TV,01/31/94,-0.00279161,0.03267533,0.02976398,0.0297248,0.03815043,0.01618597,0.02934399,0.03661644,-0.02526011,0.05691621,0.05510992
Legg Mason,LM Balanced Income Tax Favored 60/40 SMA,-,Trad,,0,12/31/09,-0.00477968,0.0311004,0.02472759,0.01877962,0.03596423,0.01635873,0.0255137,0.02953871,-0.02171228,0.04977874,0.04843214
Legg Mason,LM Balanced Income Tax Favored 70/30 SMA,F00000Q8BK,Trad,,TV,11/30/03,-0.00495115,0.03259635,0.02922009,0.02824913,0.03949086,0.01761771,0.02933904,0.03566144,-0.02545943,0.05720895,0.05570533
Legg Mason,LM Dividend Strategy Balanced Taxable 60/40 SMA,F00000P8CY,Trad,,TV,03/31/05,0.04152564,0.02994618,0.0111346,0.01082241,0.0285927,0.02407643,0.02775112,0.03429022,-0.02141076,0.06527856,0.05952844
Legg Mason,LM Dividend Strategy Balanced Taxable 70/30 SMA,-,Dual,,0,03/31/05,0.04461758,0.03344717,0.01327414,0.01641111,0.03237859,0.02670911,0.03157431,0.04048847,-0.02370452,0.07588656,0.06864219
Legg Mason,LM Dividend Strategy Balanced TF 60/40 SMA,F00000SD7I,Trad,,CA,09/30/05,0.03677347,0.0308094,0.01081226,0.00911152,0.03129231,0.02627392,0.02840292,0.03464418,-0.02176421,0.06822111,0.0616565
Legg Mason,LM Dividend Strategy Balanced TF 70/30 SMA,-,Trad,,0,01/31/05,0.04056939,0.03381385,0.01338883,0.01550534,0.03438553,0.02891296,0.03166348,0.04029506,-0.0237319,0.07805851,0.06979197
Legg Mason,LM Global Value ADR Balanced 60/40 Taxable SMA,F00000XDF5,Trad,,IH,02/29/16,N/A,0.0006096,0.04899671,0.01315912,0.03738774,0.02952034,0.03335173,0.02527691,-0.0133673,0.07616727,N/A
Legg Mason,LM Large Cap Growth Balanced Taxable 60/40 SMA,F00000QVC4,Dual,,MA,01/31/94,0.00344842,0.0162267,0.03795906,-0.00051451,0.04519218,0.03300103,0.03619361,0.04510522,0.00876651,0.12847603,0.0918256
Legg Mason,LM Large Cap Growth Balanced TF 60/40 SMA,-,Trad,,0,01/31/94,-0.0004987,0.01683421,0.03767431,-0.00087753,0.04756476,0.03450902,0.03597641,0.04410993,0.00781689,0.12774784,0.09182886
Legg Mason,LM Large Cap Growth ESG Balanced Taxable 60/40 SMA,-,Trad,,0,06/30/08,0.00653239,0.01336244,0.03690301,0.00017339,0.04151748,0.02690634,0.03637189,0.05163972,0.00739941,0.12749633,0.09145343
Legg Mason,LM Large Cap Growth ESG Balanced Taxable 70/30 SMA,-,Dual,,0,12/31/03,0.0034302,0.01401125,0.04328449,0.00412566,0.04812553,0.03096058,0.04191223,0.06087623,0.0096785,0.15059113,0.10667392
Legg Mason,LM QS Diversified Income Portfolio,-,Model,,0,06/30/15,0.04769223,0.08009677,0.01782434,-0.02459116,0.02757034,0.01767474,0.01557493,0.01505865,-0.02553776,0.02229707,N/A
Legg Mason,LM QS Strategic Real Return Portfolio,-,Model,,0,03/31/10,0.02638851,0.03103423,0.00692067,-0.0252625,0.02637859,0.01523577,0.03980079,0.03522849,-0.01101114,0.08079833,0.02062762
Legg Mason,WA Active Bond Aggregate SMA,FOUSA06R7N,Trad,,CI,01/31/99,0.03291926,0.02117173,0.00449987,-0.02846479,0.007139,0.01530021,0.00861371,0.00518662,-0.01735408,0.01149351,0.01160467
Legg Mason,WA Active Bond Gov/Corp SMA,F00000J430,Trad,,CI,01/31/94,0.03297002,0.02321925,0.00314035,-0.0305704,0.00784869,0.01667806,0.00851506,0.00518041,-0.01746117,0.01265049,0.01272324
Legg Mason,WA Active Bond Intermediate SMA,FOUSA06TT0,Trad,,CI,01/31/94,0.02416834,0.01358277,0.00192143,-0.01878336,0.00644765,0.00946807,0.00658804,-0.00093081,-0.0106903,0.00432016,0.00975851
Legg Mason,WA Corporate Bond Ladders 1-5yr SMA,F00000XG1E,Trad,,TW,12/31/15,0.01421084,0.00704444,-0.00052536,-0.0105008,0.00691498,0.00662255,0.00573727,-0.00071564,-0.00614255,0.00545906,N/A
Legg Mason,WA Corporate Bond Ladders 1-10yr SMA,F00000XD6C,Dual,,TW,12/31/11,0.0251058,0.01501168,0.00557854,-0.02313643,0.00899305,0.01203602,0.00860303,0.00226445,-0.01671576,0.00595289,0.01058032
Legg Mason,WA Core SMA,F00000ITHV,Dual,,CI,01/31/89,0.03221782,0.02512591,0.0092193,-0.02844339,0.01268543,0.01728052,0.01169723,0.0070705,-0.01641765,0.01944051,0.02096089
Legg Mason,WA Core Plus SMA,F00000ITHU,Trad,,CI,02/28/93,0.03096731,0.0276899,0.01241596,-0.02173803,0.0152384,0.02230844,0.01616563,0.00380183,-0.01103862,0.03127327,0.02907289
Legg Mason,WA Enhanced Cash Mgmt SMA,SAUSA000FO,Dual,,UB,01/31/00,0.00875172,0.0058002,0.00192097,-0.00268514,0.0050573,0.0039084,0.00370426,-0.00020285,-0.0012933,0.00611984,0.00892926
Legg Mason,WA GSM 3 SMA,FOUSA06R7L,Trad,,GS,01/31/94,0.00843478,0.00461724,-0.00046017,-0.00400525,0.00317819,0.00221931,0.00258941,-0.0022989,-0.00074685,0.00175579,0.00471045
Legg Mason,WA GSM 5 SMA,F00000J42Z,Trad,,GS,01/31/94,0.02393921,0.01128946,-0.00101264,-0.02057357,0.00491447,0.00697716,0.00356698,-0.00344999,-0.00697752,0.00005563,0.00600907
Legg Mason,WA GSM 7 SMA,FOUSA06R7M,Trad,,GS,01/31/95,0.02389163,0.01132166,-0.00115783,-0.02045347,0.00491044,0.00700791,0.00357014,-0.00354672,-0.00701395,-0.00004444,0.00577898
Legg Mason,WA Gov/Corp SMA,FOUSA06R7J,Dual,,CI,04/30/99,0.024773,0.01370219,0.00176849,-0.01916668,0.00677685,0.00978261,0.00652389,-0.00032015,-0.01096126,0.0049078,0.01003077
Legg Mason,WA Current Market Muni SMA,FOUSA06R7K,Trad,,MS,01/31/94,0.01122776,0.01307177,-0.00102128,-0.02423536,0.01260571,0.01240805,0.00563878,-0.00272454,-0.00688804,0.00834917,0.01106433
Legg Mason,WA Managed Municipals SMA,F00000XOMK,Trad,,MI,06/30/94,0.01502691,0.03115092,-0.00240583,-0.03717557,0.01357482,0.02058396,0.01155309,0.00924965,-0.01218109,0.0292322,0.02269291
